parent_asin,happier_group
B000BM6718,100% verified are happier
B000BMBJZM,100% verified are happier
B000BN9FAM,100% non-verified are happier
B000BO0Y60,100% verified are happier
B000BO757Q,100% verified are happier
B000BO76WU,0% non-verified are happier
B000BO7C7Y,0% non-verified are happier
B000BO8ZGQ,100% verified are happier
B000BOQYCS,100% verified are happier
B000BOTL5K,100% verified are happier
B000BOWQMU,100% verified are happier
B000BOZ8UM,100% verified are happier
B000BP34J8,100% verified are happier
B000BP7MMS,100% verified are happier
B000BPAGXU,100% verified are happier
B000BPNLM8,100% verified are happier
B000BQ8ATG,100% verified are happier
B000BQM3FS,Sentiment is neutral for both
B000BQPWVK,100% verified are happier
B000BQQ3HM,100% verified are happier
B000BQQVRY,51% verified are happier
B000BQRGMS,100% verified are happier
B000BQRGOQ,100% verified are happier
B000BQWN2G,Sentiment is neutral for both
B000BQYHNO,100% verified are happier
B000BRL0MO,100% verified are happier
B000BRT17K,100% verified are happier
B000BSMKPY,100% verified are happier
B000BTDNEK,73% verified are happier
B000BUDO48,100% verified are happier
B000BUEJQK,100% verified are happier
B000BUGNNM,Sentiment is neutral for both
B000BUOS8E,100% verified are happier
B000BV6D5O,100% verified are happier
B000BVMWTK,100% verified are happier
B000BWI086,100% verified are happier
B000BYLVNU,100% verified are happier
B000BYMIQO,100% verified are happier
B000BYPZCI,100% verified are happier
B000BZXLH8,100% verified are happier
B000C15J7G,100% verified are happier
B000CBZY7G,100% verified are happier
B000CC9GCY,100% verified are happier
B000CCG6HC,100% verified are happier
B000CCK5FQ,100% verified are happier
B000CCMWVG,100% verified are happier
B000CCSWQA,100% verified are happier
B000CCUV6E,100% verified are happier
B000CCXJSG,100% verified are happier
B000CDT4VQ,100% verified are happier
B000CEDVQY,100% verified are happier
B000CELRH4,100% verified are happier
B000CES2F4,100% verified are happier
B000CHU3A8,100% verified are happier
B000CKXPM8,100% verified are happier
B000CL3VVW,100% verified are happier
B000CMFKOC,100% verified are happier
B000CMHLMG,100% verified are happier
B000CPSGD6,100% verified are happier
B000CQXZTA,100% verified are happier
B000CSH3YG,100% verified are happier
B000CSPP5U,100% verified are happier
B000CZ0R3S,100% verified are happier
B000CZ0RL0,100% verified are happier
B000CZ0RLU,100% verified are happier
B000DLB2FI,92% verified are happier
B000DZDPQS,100% verified are happier
B000DZFTC6,93% verified are happier
B000DZS6NK,100% verified are happier
B000DZTKFI,100% verified are happier
B000E0PPH4,100% verified are happier
B000E1385Y,100% verified are happier
B000E17J9U,100% verified are happier
B000E1REG8,100% verified are happier
B000E1TJDE,100% verified are happier
B000E1TJDY,100% verified are happier
B000E1VOOG,100% verified are happier
B000E3FY0E,0% non-verified are happier
B000E3ZDUA,100% verified are happier
B000E894OG,100% non-verified are happier
B000E8SVR2,100% verified are happier
B000E922XU,100% verified are happier
B000EADFBC,100% non-verified are happier
B000EARF1I,100% verified are happier
B000EB3RXM,100% verified are happier
B000EB423Q,100% verified are happier
B000ECTKOQ,100% verified are happier
B000EEAWMI,100% verified are happier
B000EEH8LG,Sentiment is neutral for both
B000EEHATG,100% verified are happier
B000EEHBJA,100% verified are happier
B000EEHBKE,60% verified are happier
B000EEHCVM,100% verified are happier
B000EEHKK0,0% verified are happier
B000EEHKVY,100% verified are happier
B000EEHL5Y,100% verified are happier
B000EEHL7M,100% verified are happier
B000EEHLP4,100% verified are happier
B000EEHM8U,100% verified are happier
B000EEHMXA,100% verified are happier
B000EEHMZS,100% verified are happier
B000EEJ44A,100% verified are happier
B000EEJ4BS,100% verified are happier
B000EEJ4ZE,100% non-verified are happier
B000EEJ55S,100% verified are happier
B000EEJ7T2,100% verified are happier
B000EEJ80A,100% non-verified are happier
B000EEJ8GO,100% verified are happier
B000EEJ9CM,100% verified are happier
B000EEJB66,100% verified are happier
B000EEJECC,100% verified are happier
B000EEJFF8,100% verified are happier
B000EEJFN0,100% verified are happier
B000EEJH9C,100% verified are happier
B000EEJIVE,100% verified are happier
B000EEJKSA,100% verified are happier
B000EEL3SU,Sentiment is neutral for both
B000EEL43O,100% verified are happier
B000EEL56A,100% verified are happier
B000EEL6PK,0% non-verified are happier
B000EEL7AO,100% verified are happier
B000EEL8A8,100% verified are happier
B000EEL9EI,0% non-verified are happier
B000EELA0Q,100% verified are happier
B000EELBQ4,100% verified are happier
B000EELCO0,100% verified are happier
B000EELFNI,100% verified are happier
B000EELFOM,100% verified are happier
B000EELG1Y,100% verified are happier
B000EEN9OG,100% verified are happier
B000EEN9QE,0% non-verified are happier
B000EENAGS,100% verified are happier
B000EENAMW,100% verified are happier
B000EENARC,100% verified are happier
B000EENBVM,100% verified are happier
B000EENDEM,100% verified are happier
B000EENGGW,100% verified are happier
B000EENH5W,100% verified are happier
B000EENHJ8,100% verified are happier
B000EENL6C,100% verified are happier
B000EENMUC,100% verified are happier
B000EENNP6,100% verified are happier
B000EENO2S,100% non-verified are happier
B000EEZPYS,100% non-verified are happier
B000EFDKYE,100% verified are happier
B000EFOUJ8,100% non-verified are happier
B000EH2JQC,100% non-verified are happier
B000EIBRJ6,0% verified are happier
B000EIHO9S,100% verified are happier
B000EIHOI4,100% verified are happier
B000EIKQRA,Sentiment is neutral for both
B000EIR6E6,100% verified are happier
B000EM6TBI,100% verified are happier
B000EMNOP2,100% verified are happier
B000EMPR1G,0% verified are happier
B000EMPR5C,100% verified are happier
B000EOM6Z4,100% verified are happier
B000EPUQKK,100% verified are happier
B000EQ2X0U,0% verified are happier
B000ESD596,Sentiment is neutral for both
B000ETPE0I,100% non-verified are happier
B000EVD3QS,58% verified are happier
B000EVG7IO,100% verified are happier
B000EVGPE0,Sentiment is neutral for both
B000EVGPO0,0% non-verified are happier
B000EWYBR2,100% verified are happier
B000EX0FT4,100% verified are happier
B000EXLAIO,0% non-verified are happier
B000EZ77UW,0% non-verified are happier
B000F00CYE,100% verified are happier
B000F10R66,100% non-verified are happier
B000F2GMAU,100% verified are happier
B000F3FQOW,0% non-verified are happier
B000F3HK6E,Sentiment is neutral for both
B000F3HK78,100% verified are happier
B000F3HK7I,100% verified are happier
B000F3W2TO,100% non-verified are happier
B000F3ZRJG,100% verified are happier
B000F45XXA,0% non-verified are happier
B000F4GLHM,100% verified are happier
B000F92MJS,100% verified are happier
B000F95A4W,92% verified are happier
B000F95A6A,113% non-verified are happier
B000F97B5I,96% verified are happier
B000FAMVT8,100% verified are happier
B000FB6TV8,100% verified are happier
B000FCN1PO,100% verified are happier
B000FCPBWU,100% verified are happier
B000FCPIQY,100% verified are happier
B000FCQLA6,100% verified are happier
B000FCTVP8,0% non-verified are happier
B000FED5D0,100% verified are happier
B000FEF1V4,81% verified are happier
B000FEF1VE,100% non-verified are happier
B000FEGUIM,100% non-verified are happier
B000FEGUIW,58% non-verified are happier
B000FEIOHW,84% verified are happier
B000FEO124,83% verified are happier
B000FET3DG,100% verified are happier
B000FG8TNE,100% verified are happier
B000FGWECQ,100% verified are happier
B000FH14DK,100% verified are happier
B000FH2SUI,100% non-verified are happier
B000FHDM4E,0% non-verified are happier
B000FIE1WK,100% verified are happier
B000FIZISQ,100% verified are happier
B000FKGEKA,100% non-verified are happier
B000FKGPH2,100% verified are happier
B000FKHLLQ,100% verified are happier
B000FKKT5G,0% non-verified are happier
B000FKM5N0,100% non-verified are happier
B000FL13Y6,100% non-verified are happier
B000FL6HEC,100% verified are happier
B000FLHSAY,65% verified are happier
B000FMIMPS,100% verified are happier
B000FNJ5N0,100% verified are happier
B000FNJ5TO,Sentiment is neutral for both
B000FNJ5UI,100% verified are happier
B000FNKV1K,100% verified are happier
B000FNKV2Y,100% verified are happier
B000FNKVJW,Sentiment is neutral for both
B000FNR6TU,Sentiment is neutral for both
B000FNR6X6,100% verified are happier
B000FNR9U6,100% verified are happier
B000FNXW5M,100% verified are happier
B000FP3PLG,100% verified are happier
B000FP5IIE,100% verified are happier
B000FP8LK6,100% verified are happier
B000FPDO4Y,100% verified are happier
B000FPDO7G,100% verified are happier
B000FQMJEE,100% verified are happier
B000FQMMWI,100% verified are happier
B000FQMTNK,100% verified are happier
B000FQMZKC,100% verified are happier
B000FT88DC,0% non-verified are happier
B000FTCFI6,0% non-verified are happier
B000FX2Y9C,100% non-verified are happier
B000FXUQHE,100% verified are happier
B000FXXRUC,100% verified are happier
B000FZ1KF4,100% verified are happier
B000FZ1OZK,100% non-verified are happier
B000FZVG08,100% verified are happier
B000G166QK,100% verified are happier
B000G386MU,100% verified are happier
B000G39732,0% verified are happier
B000G3GZ0U,100% verified are happier
B000G3Q7O4,100% verified are happier
B000G72G18,100% verified are happier
B000G7YW7Y,100% verified are happier
B000G833O6,100% non-verified are happier
B000G8BFFA,0% verified are happier
B000G8LWZI,88% verified are happier
B000G9ZYDI,100% verified are happier
B000GAN010,100% verified are happier
B000GAN0K6,100% non-verified are happier
B000GAQPOO,100% non-verified are happier
B000GATTM4,100% verified are happier
B000GAXAF6,100% verified are happier
B000GAYH4E,100% verified are happier
B000GB3HSK,100% verified are happier
B000GBICYE,77% verified are happier
B000GBID0M,69% verified are happier
B000GBID20,-408% non-verified are happier
B000GBMYC0,91% verified are happier
B000GBZ2F6,100% verified are happier
B000GCE9ZO,Sentiment is neutral for both
B000GCHTH4,100% non-verified are happier
B000GCIB0I,100% verified are happier
B000GCLEKC,0% non-verified are happier
B000GCNC2A,100% verified are happier
B000GCNE2I,100% non-verified are happier
B000GCRWNA,100% verified are happier
B000GCS8L0,Sentiment is neutral for both
B000GCS8OC,0% non-verified are happier
B000GCTOF4,100% verified are happier
B000GCVVWI,100% verified are happier
B000GDEKWA,100% non-verified are happier
B000GE403I,100% non-verified are happier
B000GE7SL4,100% verified are happier
B000GF5J64,100% verified are happier
B000GFD9XE,100% verified are happier
B000GFZ17Q,100% verified are happier
B000GG0T5Y,100% verified are happier
B000GG25WY,100% verified are happier
B000GG4B0I,100% verified are happier
B000GG5ZUS,0% non-verified are happier
B000GG6FTS,0% non-verified are happier
B000GG9QYO,100% verified are happier
B000GIRKWC,100% verified are happier
B000GJ01MW,100% verified are happier
B000GLCI1W,100% verified are happier
B000GLJFZO,100% verified are happier
B000GQZHEW,100% verified are happier
B000GU4TX8,100% verified are happier
B000GUN96G,100% verified are happier
B000GUW9YE,100% verified are happier
B000GVMK8S,100% verified are happier
B000GWK6UQ,100% verified are happier
B000H2BB5E,100% verified are happier
B000H2BCQ2,100% verified are happier
B000H2JNU4,100% verified are happier
B000H34ZR4,100% verified are happier
B000H4MZU2,100% verified are happier
B000H4NBJQ,0% non-verified are happier
B000H5QS18,100% verified are happier
B000H69Q9S,100% verified are happier
B000H7LBB8,100% non-verified are happier
B000H8ACH6,0% non-verified are happier
B000H8DUG6,100% verified are happier
B000H8WAN0,100% verified are happier
B000H98JXY,100% verified are happier
B000HE8PUG,100% verified are happier
B000HE8QYQ,Sentiment is neutral for both
B000HEA8J2,100% verified are happier
B000HFMHGS,100% verified are happier
B000HG82AW,100% verified are happier
B000HG8978,100% verified are happier
B000HHANVW,100% non-verified are happier
B000HHOFD4,Sentiment is neutral for both
B000HHUHBI,100% verified are happier
B000HJ9CXK,100% verified are happier
B000HJFN38,Sentiment is neutral for both
B000HJME9Y,100% verified are happier
B000HKI21W,100% verified are happier
B000HKT9XC,100% verified are happier
B000HM87JC,100% verified are happier
B000HM9LU6,100% verified are happier
B000HM9MBY,100% verified are happier
B000HM9TKS,100% verified are happier
B000HMBPKA,100% verified are happier
B000HMBWUI,Sentiment is neutral for both
B000HNKZAK,0% verified are happier
B000HP01UM,100% verified are happier
B000HPWOK2,100% verified are happier
B000HRPI44,0% non-verified are happier
B000HUNBXG,100% verified are happier
B000HWXGPW,100% verified are happier
B000HX1K18,100% verified are happier
B000HX8V0Q,100% verified are happier
B000HXH8JQ,100% verified are happier
B000HY5HWA,100% verified are happier
B000HZTN24,100% verified are happier
B000HZY4UA,100% non-verified are happier
B000I0Q3HQ,100% non-verified are happier
B000I1CFC2,100% verified are happier
B000I1E8JA,100% verified are happier
B000I1EJ7Q,0% non-verified are happier
B000I2215M,100% non-verified are happier
B000I5SETG,0% non-verified are happier
B000I5UARK,100% verified are happier
B000I5UAS4,100% verified are happier
B000IBEYOO,100% verified are happier
B000IC04LA,100% non-verified are happier
B000ICZ6XQ,100% verified are happier
B000IDP3CO,100% verified are happier
B000IG78EC,100% verified are happier
B000IGOTW6,100% verified are happier
B000IJTBFS,100% verified are happier
B000IO8XFM,100% verified are happier
B000IRNE5I,100% verified are happier
B000IXNE3E,100% non-verified are happier
B000IZ6O02,100% verified are happier
B000IZ8UBS,100% verified are happier
B000J00XL2,0% non-verified are happier
B000J01RH6,100% non-verified are happier
B000J29GRW,Sentiment is neutral for both
B000J4K0WU,100% verified are happier
B000J5PH6S,72% non-verified are happier
B000J5UEGQ,100% verified are happier
B000J5WB4E,100% verified are happier
B000J5XS3C,66% non-verified are happier
B000JCBB7K,100% verified are happier
B000JDWD30,100% verified are happier
B000JJMGW2,0% non-verified are happier
B000JKR8EM,100% verified are happier
